message_id,message_text,toxicity_label,toxicity_score,confidence,crime_type,severity_level,legal_section,matched_keywords,scam_subtype
379,Teri puri family ko zinda kaat ke har tukde ko teri maa ki chut mein ghusa dunga!,Family Dismemberment Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda kaat, tukde chut mein ghusa",none
380,Teri maa ko bomb se udaa ke uske tukdon se teri behen ki chut saaf karwaunga!,Explosive + Humiliation Threat,99,99,Criminal Threat,Critical,IPC 307 + 509 + 506,"bomb se udaa, tukdon se chut saaf",none
381,Teri behen ko horse se chudwa ke pregnant karwa dunga phir video banaunga!,Extreme Bestiality Threat,99,99,Criminal Threat,Critical,IPC 377 + 376 + IT 67,"horse se chudwa, pregnant, video",none
382,Teri maa ki bhosdi ko petrol daal ke match laga ke jalaa dunga!,Burning Genital Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"bhosdi ko petrol, match laga",none
383,Teri behen ko 100 logo ke saamne nanga kar ke gangbang karwa ke laash bana dunga!,Public Gang Rape Murder Threat,99,99,Criminal Threat,Critical,IPC 376D + 302 + 509,"nanga kar, gangbang, laash",none
384,Teri maa ko zinda dafn kar ke uske upar teri behen ko thokne pe majboor karunga!,Burial + Forced Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda dafn, upar thokne pe majboor",none
385,Teri behen ki chut mein razor blades daal ke lund ghusa ke khoon nikaal dunga!,Razor Blade Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"chut mein razor blades, khoon nikaal",none
386,Teri maa ko kutte ke saath video bana ke usko blackmail karunga har roz!,Bestiality Blackmail Threat,99,99,Criminal Threat,Critical,IPC 377 + 506 + IT 67,"kutte ke saath video, blackmail",none
387,Teri puri khandan ko acid tank mein daal ke uske pani se teri behen ko nahlaunga!,Acid Family Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506,"acid tank mein, pani se nahlaunga",none
388,Teri behen ko pregnant kar ke delivery ke waqt uski pet faad dunga!,Birth Mutilation Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"pregnant kar ke, pet faad",none
389,Teri maa ki chut ko firecracker se phaad ke uske tukdon ko teri behen ko khila dunga!,Explosive Genital + Cannibal Threat,99,99,Criminal Threat,Critical,IPC 307 + 376 + 506,"chut ko firecracker, tukdon ko khila",none
390,Teri behen ko jail ke kaidiyon se roz 100 baar gangrape karwaunga!,Prison Daily Gang Rape Threat,99,99,Criminal Threat,Critical,IPC 376D + 506,"jail ke kaidi, 100 baar gangrape",none
391,Teri maa ko zinda kaat ke uske khoon se teri behen ke muh ko dhona dunga!,Blood Washing Threat,99,99,Criminal Threat,Critical,IPC 302 + 509 + 506,"zinda kaat, khoon se muh dhona",none
392,Teri behen ki gand ko drill se ched kar andar tak current daal dunga!,Power Tool + Electrocution Threat,99,99,Criminal Threat,Critical,IPC 326A + 377 + 506,"gand ko drill, current daal",none
393,Teri maa ko nanga kar ke sadak pe 100 kutte se chudwa ke laash bana dunga!,Mass Bestiality Murder Threat,99,99,Criminal Threat,Critical,IPC 377 + 302 + 294,"sadak pe 100 kutte, laash",none
394,Teri behen ko maggots se bhara hua lund ghusa ke andar tak khila dunga!,Insect Infestation Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"maggots se bhara lund, andar khila",none
395,Teri puri family ko zinda jala ke uski raakh se teri maa ki chut saaf karwaunga!,Family Burning + Humiliation Threat,99,99,Criminal Threat,Critical,IPC 302 + 509 + 506,"zinda jala, raakh se chut saaf",none
396,Teri behen ko horse cock se pregnant karwa ke video viral kar dunga!,Extreme Bestiality Pregnancy Threat,99,99,Criminal Threat,Critical,IPC 377 + 376 + IT 67,"horse cock, pregnant, viral",none
397,Teri maa ki bhosdi mein petrol bomb daal ke andar se phaad dunga!,Internal Explosive Threat,99,99,Criminal Threat,Critical,IPC 307 + 376 + 506,"petrol bomb, andar se phaad",none
398,Teri behen ko acid se chehra jala ke uske melted muh mein lund ghusa dunga!,Acid Face + Rape Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"acid se chehra jala, melted muh mein lund",none
399,Teri maa ko zinda kaat ke har hisse ko teri behen ke muh mein thoon dunga!,Family Dismemberment Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda kaat, hisse muh mein thoon",none
400,Teri behen ki last saans meri cum ke saath hogi jab mai uska gala daba ke maar dunga!,Asphyxiation Sexual Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"last saans cum ke saath, gala daba ke maar",none
401,Your bank account has been temporarily suspended. Verify immediately.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"bank, suspended, verify",bank_impersonation
402,Urgent: suspicious transaction detected. Click link to secure account.,High-Risk Threat,78,96,Financial Fraud,High,IT Act 66,"suspicious, transaction, link",phishing
403,Your KYC is incomplete. Update now to avoid service disruption.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,"kyc, update",kyc_scam
404,We noticed unusual login activity. Confirm your details now.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"unusual login, confirm",phishing
405,Your debit card will be blocked today if not verified.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"debit card, blocked",bank_impersonation
406,Click here to reactivate your frozen bank account.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,"click, frozen",phishing
407,Final notice: verify your payment credentials immediately.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,"final notice, credentials",phishing
408,Your UPI access is restricted. Share PIN to restore.,High-Risk Threat,85,97,Financial Fraud,Critical,IT Act 66,"upi, pin",upi_fraud
409,Account security alert: reset password using this link.,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,"security alert, reset",phishing
410,We are unable to process your refund without verification.,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,"refund, verification",refund_scam
411,Income tax refund pending. Submit bank details now.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,"tax refund, bank",tax_scam
412,Your loan approval is on hold. Pay processing fee now.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,"loan, fee",loan_scam
413,Congratulations! You have won a prize. Claim by paying charges.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,"won prize, charges",lottery_scam
414,Amazon order failed. Confirm payment details immediately.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"order failed, payment",ecommerce_scam
415,Your Paytm wallet is blocked. Click to unblock.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,"wallet, unblock",wallet_scam
416,This is SBI support. Share OTP to cancel fraudulent transfer.,High-Risk Threat,88,97,Account Hacking,Critical,IT Act 66,"sbi, otp",otp_scam
417,Bank executive here. Verify account to avoid closure.,High-Risk Threat,83,96,Financial Fraud,Critical,IT Act 66,"bank executive, closure",bank_impersonation
418,We detected malware on your device. Pay to secure it.,High-Risk Threat,81,96,Financial Fraud,Critical,IT Act 66,"malware, pay",tech_support_scam
419,Your crypto wallet is compromised. Transfer funds immediately.,High-Risk Threat,84,97,Financial Fraud,Critical,IT Act 66,"crypto, transfer",crypto_scam
420,Update Aadhaar-linked bank details to avoid penalty.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"aadhaar, penalty",government_impersonation
421,Your insurance policy is expiring. Renew by payment now.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,"insurance, renew",insurance_scam
422,Electricity bill unpaid. Pay now to avoid disconnection.,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,"electricity, disconnection",utility_scam
423,Your SIM will be deactivated today. Verify identity.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"sim, deactivated",telecom_scam
424,We could not deliver your package. Update address details.,High-Risk Threat,71,93,Financial Fraud,High,IT Act 66,"package, address",delivery_scam
425,Pay customs clearance fee to receive your parcel.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,"customs, fee",customs_scam
426,Your credit score will drop. Pay overdue amount now.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,"credit score, overdue",credit_score_scam
427,Fast loan approved instantly. Pay registration charges.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,"fast loan, charges",loan_scam
428,We are holding your funds for verification.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,holding funds,account_hold_scam
429,Pay verification fee to unlock your account.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,verification fee,fee_scam
430,Your salary transfer failed. Confirm bank login.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"salary, login",bank_impersonation
431,Your wallet balance will expire. Act now.,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,"wallet, expire",wallet_scam
432,Urgent GST notice. Pay penalty immediately.,High-Risk Threat,83,96,Financial Fraud,Critical,IT Act 66,"gst, penalty",tax_scam
433,Your PAN is blocked. Verify to restore access.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"pan, blocked",government_impersonation
434,Cashback pending. Enter card details to receive.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,"cashback, card",cashback_scam
435,Subscription renewal failed. Update payment info.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,"subscription, payment",subscription_scam
436,Your account is under review. Share details to resolve.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,under review,phishing
437,Transfer money to secure your funds.,High-Risk Threat,81,96,Financial Fraud,Critical,IT Act 66,transfer money,social_engineering
438,Verification failed. Retry with correct credentials.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,verification failed,phishing
439,Confirm net banking ID to avoid lock.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,net banking,bank_impersonation
440,Pay small fee to activate premium services.,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,activation fee,fee_scam
441,Your account is flagged. Immediate action required.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,flagged,phishing
442,We need confirmation to process your withdrawal.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,withdrawal,phishing
443,This is last reminder to verify your identity.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,last reminder,phishing
444,Funds credited mistakenly. Return amount urgently.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,mistaken credit,refund_scam
445,Confirm transaction to avoid legal action.,High-Risk Threat,85,97,Financial Fraud,Critical,IT Act 66,legal action,phishing
446,Your digital wallet is inactive. Reactivate now.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,wallet inactive,wallet_scam
447,Account upgrade required. Pay processing charges.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,"upgrade, charges",fee_scam
448,Verify bank details to receive pending amount.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,pending amount,phishing
449,Your payment gateway access is revoked.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"gateway, revoked",business_account_scam
450,Immediate verification needed to prevent account freeze.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,account freeze,bank_impersonation
451,"Teri maa ki bhosdi, 50,000 UPI kar warna teri behen ki nangi video sabko bhej dunga madarchod!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506 + IT 67,"UPI kar, nangi video bhej dunga",sextortion
452,Bhenchod 2 lakh transfer kar nahi to teri maa ki chut ka screenshot viral kar dunga harami!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 506 + 294,"transfer kar, chut ka screenshot viral",sextortion
453,"Teri behen ki private pics mere paas hai, 1 lakh nahi bheja to WhatsApp group mein daal dunga kutiya!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 354C + 384 + IT 67,"private pics, WhatsApp group mein",sextortion
454,Fake loan liya tune? 5 lakh bhej warna teri family ko sadak pe nanga karwa dunga saale!,High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 506,"fake loan, family ko nanga",loan_scam
455,"Teri maa randi, mera 3 lakh wapas kar warna teri behen ko blue film star bana dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C + IT 67,"wapas kar, blue film star",sextortion
456,"UPI fraud karne wala harami, 10 lakh daal nahi to teri behen ki gaand ka video viral!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506 + IT 67,"UPI fraud, gaand ka video viral",upi_fraud
457,"Teri maa ki bhosdi, investment scam ka paisa wapas nahi kiya to teri puri family ki nudes leak!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C + 506,"investment scam, nudes leak",investment_scam
458,Bhadwe 1.5 lakh bhej warna teri behen ko 100 logo ke saath gangbang video bana ke bhej dunga!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 376D + 506,"1.5 lakh bhej, gangbang video",sextortion
459,Teri maa ko sadak pe prostitute bana dunga agar 4 lakh nahi transfer kiya to kutte!,High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 509 + 506,"prostitute bana dunga, transfer",extortion
460,"Fake job offer liya? 80,000 bhej nahi to teri maa ki randi video sabko forward kar dunga!",High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 294 + IT 67,"fake job, randi video forward",job_scam
461,"Teri behen ki nangi selfie mere paas, 2.5 lakh daal warna Instagram pe story daal dunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 354C + 384 + IT 67,"nangi selfie, Instagram story",sextortion
462,"Crypto scam wala chutiye, mera paisa wapas kar warna teri maa ko live nude show karwaunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 506,"crypto scam, live nude show",crypto_scam
463,Teri maa ki chut mein bomb daal dunga agar 3 lakh nahi bheja to madarchod!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 307 + 506,"chut mein bomb, paisa bhej",extortion
464,"Bhen ke lode, trading app scam ka paisa wapas kar warna teri behen ko escort bana dunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506,"trading app scam, escort bana",app_scam
465,Teri puri family ki private chat leak kar dunga 1 lakh nahi bheja to harami!,High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 354C + IT 67,"private chat leak, paisa bhej",sextortion
466,"Fake gift card scam kiya tune? 50,000 daal warna teri maa ki chut ka closeup bhej dunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 294 + IT 67,"gift card scam, chut ka closeup",gift_card_scam
467,Teri behen ko sugar daddy bana ke roz 10 logo se chudwaunga agar paisa nahi aaya!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 376 + 506,"sugar daddy, chudwaunga",sextortion
468,Mera 7 lakh wapas kar warna teri maa ko red light area mein bhej dunga kutiya!,High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 509 + 506,"wapas kar, red light area",extortion
469,Teri maa randi thi kya? 2 lakh bhej warna teri behen ki nudes dark web pe daal dunga!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C + IT 67,"nudes dark web, paisa bhej",sextortion
470,"Loan app blackmail wala, 1.2 lakh daal warna teri family ko suicide note ke saath expose!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506,"loan app, suicide note expose",loan_scam
471,"Teri behen ki video call recording mere paas, 90,000 transfer kar warna viral!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 354C + 384 + IT 67,"video call recording, viral",sextortion
472,"Investment fraud chutiye, paisa nahi aaya to teri maa ko gangbang live karwaunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 376D + 506,"investment fraud, gangbang live",investment_scam
473,"Teri maa ki bhosdi, 4 lakh bhej warna teri behen ko porn site pe upload kar dunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 67 IT + 354C,"paisa bhej, porn site upload",sextortion
474,"Fake friend request karke scam kiya? 60,000 daal warna teri puri family ki nudes!",High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 354C,"fake friend request, nudes",social_engineering
475,Teri behen ko OnlyFans pe daal ke roz chudwaunga agar 3 lakh nahi bheja to!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 376 + IT 67,"OnlyFans pe daal, chudwaunga",sextortion
476,"Mera paisa lootne wala harami, 5 lakh wapas kar warna teri maa ki randi video banaunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506,"paisa loot, randi video",extortion
477,"Teri maa ko blackmail karunga roz 20,000 mang ke warna behen ki gaand faad dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 506 + 377,"blackmail karunga, gaand faad",extortion
478,Crypto wallet hack kiya tune? 8 lakh bhej warna teri family ko barbaad kar dunga!,High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506,"crypto wallet hack, barbaad",crypto_scam
479,Teri behen ki intimate photo edit karke viral kar dunga 1.5 lakh nahi aaya to!,High-Risk Threat,97,98,Criminal Threat,Very High,IPC 354C + 384 + IT 67,"intimate photo edit, viral",sextortion
480,"Fake dating app wala, 70,000 transfer kar warna teri maa ki nude deepfake bana dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C + IT 67,"dating app, nude deepfake",sextortion
481,"Teri maa ki chut, 2.8 lakh bhej warna teri behen ko escort service mein daal dunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 370 + 506,"paisa bhej, escort service",sextortion
482,Investment app scam ka paisa wapas kar warna teri puri khandan ki video leak!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C + IT 67,"investment app scam, video leak",sextortion
483,Teri behen ko blackmail karunga har roz nanga video mang ke saale!,High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506 + 354C,"blackmail karunga, nanga video",sextortion
484,"Loan recovery agent hu, 4.5 lakh daal warna teri maa ko sadak pe kutte se chudwaunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 506 + 377,"loan recovery, kutte se chudwaunga",loan_scam
485,"Teri maa randi, mera scam paisa wapas kar warna teri behen ki live sex video banaunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 294 + IT 67,"scam paisa wapas, live sex video",sextortion
486,"Fake recharge karke paisa lootne wala, 1 lakh bhej warna teri family expose!",High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 506,"fake recharge, family expose",recharge_scam
487,"Teri behen ki nudes ke badle 3 lakh maang raha hu, nahi diya to viral kar dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C,"nudes ke badle, viral",sextortion
488,Teri maa ko online auction pe daal dunga agar paisa nahi aaya to kutte ke pille!,High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 509 + 506,"online auction, paisa nahi aaya",extortion
489,"Crypto investment fraud, 6 lakh wapas kar warna teri behen ko gangrape video bana dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 376D + 506,"crypto fraud, gangrape video",crypto_scam
490,"Teri maa ki bhosdi, daily 10,000 bhej warna teri behen ko porn addict bana dunga!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506,"daily 10,000, porn addict",extortion
491,"Fake gift scam wala harami, 50,000 transfer kar warna teri maa ki chut viral!",High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 294 + IT 67,"gift scam, chut viral",gift_card_scam
492,Teri behen ko sugar baby bana ke roz paisa vasoolunga nahi to barbaad!,High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 370 + 506,"sugar baby, vasoolunga",sextortion
493,"Mera paisa lootne wala chutiye, 9 lakh daal warna teri family ki laash bana dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 506,"paisa loot, laash bana",extortion
494,Teri maa ko sextortion karunga roz video call pe nanga dikhane ke liye!,High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 354C + IT 67,"sextortion, video call nanga",sextortion
495,Fake app download karwaya tune? 1.8 lakh bhej warna teri behen ki gaand ka video!,High-Risk Threat,97,98,Criminal Threat,Very High,IPC 384 + 506 + 377,"fake app, gaand ka video",app_scam
496,"Teri behen ki private video mere paas, 4 lakh ransom daal warna sabko bhej dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 354C + IT 67,"private video, ransom daal",sextortion
497,"Teri maa randi, investment ka paisa wapas kar warna teri puri family ko sadak pe!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 509 + 506,"investment paisa wapas, sadak pe",extortion
498,"Crypto wallet lootne wala, 7.5 lakh bhej warna teri behen ko dark web pe sell kar dunga!",High-Risk Threat,99,99,Criminal Threat,Extreme,IPC 384 + 370 + 506,"crypto wallet loot, dark web sell",sextortion
499,"Teri maa ki chut, last warning 2.2 lakh transfer kar warna teri behen ki life barbaad!",High-Risk Threat,98,99,Criminal Threat,Extreme,IPC 384 + 506,"last warning, life barbaad",extortion
500,"Bhenchod scam king, sab paisa wapas kar warna teri maa aur behen dono ko porn industry mein daal dunga!",Mass Sexual Extortion,99,99,Severe Blackmail,Extreme,IPC 384 + 376 + 370 + 506,"scam king, porn industry mein daal",sextortion
501,Your bank account shows unusual activity. Verify immediately.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"bank, unusual activity, verify",bank_impersonation
502,Urgent alert: confirm your account details to avoid suspension.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"urgent, confirm, suspension",phishing
503,Your UPI service is temporarily disabled. Share PIN to restore.,High-Risk Threat,85,97,Financial Fraud,Critical,IT Act 66,"upi, pin",upi_fraud
504,Account security breach detected. Reset password now.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,"security breach, reset",phishing
505,Your debit card is blocked due to failed verification.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"debit card, blocked",bank_impersonation
506,Click the link to prevent permanent account freeze.,High-Risk Threat,78,96,Financial Fraud,High,IT Act 66,"click, account freeze",phishing
507,Final warning: update bank KYC immediately.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,"final warning, kyc",kyc_scam
508,Your wallet balance is on hold. Verify now.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,"wallet, hold",wallet_scam
509,Suspicious login detected. Confirm identity instantly.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"suspicious login, confirm",phishing
510,Refund failed. Enter card details to receive amount.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,"refund, card details",refund_scam
511,Income tax notice issued. Pay penalty now.,High-Risk Threat,83,96,Financial Fraud,Critical,IT Act 66,"tax notice, penalty",tax_scam
512,Your loan application is approved. Pay processing fee.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,"loan, processing fee",loan_scam
513,Congratulations! Lottery prize won. Claim with charges.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,"lottery, charges",lottery_scam
514,Order delivery failed. Update payment details.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"delivery failed, payment",delivery_scam
515,Your Paytm wallet is restricted. Click to restore.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"paytm, restore",wallet_scam
516,This is bank support. Share OTP to cancel transfer.,High-Risk Threat,88,97,Account Hacking,Critical,IT Act 66,"bank support, otp",otp_scam
517,Verify your account now to avoid permanent closure.,High-Risk Threat,84,96,Financial Fraud,Critical,IT Act 66,"verify, closure",bank_impersonation
518,Malware detected on device. Pay to secure funds.,High-Risk Threat,81,96,Financial Fraud,Critical,IT Act 66,"malware, pay",tech_support_scam
519,Crypto wallet compromised. Move funds urgently.,High-Risk Threat,86,97,Financial Fraud,Critical,IT Act 66,"crypto, funds",crypto_scam
520,Update Aadhaar-linked bank info to avoid fine.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"aadhaar, fine",government_impersonation
521,Insurance renewal pending. Pay now to continue cover.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,"insurance, renewal",insurance_scam
522,Electricity bill unpaid. Immediate payment required.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,"electricity, unpaid",utility_scam
523,SIM verification failed. Reactivate immediately.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"sim, reactivate",telecom_scam
524,Package held at customs. Pay clearance charges.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,"customs, clearance",customs_scam
525,Credit card limit exceeded. Pay due amount now.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,"credit card, due",credit_card_scam
526,Instant loan approved. Pay registration amount.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,"instant loan, registration",loan_scam
527,Funds are on hold due to verification issues.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,"funds, verification",account_hold_scam
528,Pay verification fee to unlock wallet.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,"verification fee, wallet",fee_scam
529,Salary credit failed. Confirm bank login details.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"salary, login",bank_impersonation
530,Your reward points will expire. Act now.,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,"reward points, expire",reward_scam
531,Urgent GST demand notice. Pay immediately.,High-Risk Threat,84,96,Financial Fraud,Critical,IT Act 66,"gst, demand",tax_scam
532,PAN verification failed. Restore access now.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"pan, restore",government_impersonation
533,Cashback credited wrongly. Refund urgently.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,"cashback, refund",refund_scam
534,Subscription auto-renewal failed. Update card info.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,"subscription, card",subscription_scam
535,Account flagged for suspicious behavior.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,account flagged,phishing
536,Withdrawal request pending. Verify credentials.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"withdrawal, credentials",phishing
537,Transfer funds now to prevent loss.,High-Risk Threat,83,96,Financial Fraud,Critical,IT Act 66,transfer funds,social_engineering
538,Verification attempt failed. Retry immediately.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,verification failed,phishing
539,Net banking access will be locked today.,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"net banking, locked",bank_impersonation
540,Activate premium account by paying small fee.,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,"premium, fee",fee_scam
541,Account under compliance review. Respond now.,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,compliance review,phishing
542,Confirm details to process your withdrawal.,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,confirm details,phishing
543,Last reminder: identity verification pending.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,last reminder,phishing
544,Funds credited by mistake. Return immediately.,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,credited by mistake,refund_scam
545,Confirm transaction to avoid legal consequences.,High-Risk Threat,85,97,Financial Fraud,Critical,IT Act 66,legal consequences,phishing
546,Your wallet is inactive. Reactivate now.,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,wallet inactive,wallet_scam
547,Account upgrade required. Pay service charge.,High-Risk Threat,79,96,Financial Fraud,High,IT Act 66,"upgrade, charge",fee_scam
548,Verify bank account to receive pending funds.,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,pending funds,phishing
549,Payment gateway access suspended. Verify now.,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,"gateway, suspended",business_account_scam
550,Immediate action required to prevent fund freeze.,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,fund freeze,bank_impersonation
551,"Bhai, aapka UPI transaction fraud detect ho gaya hai, jaldi se 50,000 rupees transfer kar do warna bank account freeze ho jayega.",Financial Scam Threat,82,90,Criminal Threat,Critical,IPC 420 + IT Act 66D,"UPI fraud, account freeze",upi_fraud
